Column1;claw_length_mm;endangered;size_mm;specie;sub_specie;tail_length_mm;weight_g
4268;57;least_concern;640;two_toed;Hoffman’s two-toed sloth;1;5340
4269;69;least_concern;623;two_toed;Hoffman’s two-toed sloth;23;3722
4270;62;least_concern;635;two_toed;Hoffman’s two-toed sloth;20;4365
4271;47;least_concern;610;two_toed;Hoffman’s two-toed sloth;20;6117
4272;56;least_concern;640;two_toed;Hoffman’s two-toed sloth;31;3758
4274;69;least_concern;630;two_toed;Hoffman’s two-toed sloth;42;3628
4275;74;least_concern;635;two_toed;Hoffman’s two-toed sloth;18;4385
4276;53;least_concern;626;two_toed;Hoffman’s two-toed sloth;34;5486
4278;63;least_concern;641;two_toed;Hoffman’s two-toed sloth;29;6584
4279;42;least_concern;637;two_toed;Hoffman’s two-toed sloth;21;6010
4280;47;least_concern;627;two_toed;Hoffman’s two-toed sloth;29;4627
4281;66;least_concern;629;two_toed;Hoffman’s two-toed sloth;19;6041
4282;51;least_concern;636;two_toed;Hoffman’s two-toed sloth;35;5950
4283;63;least_concern;635;two_toed;Hoffman’s two-toed sloth;17;4737
4284;62;least_concern;609;two_toed;Hoffman’s two-toed sloth;31;5551
4285;74;least_concern;647;two_toed;Hoffman’s two-toed sloth;25;6346
4286;75;least_concern;631;two_toed;Hoffman’s two-toed sloth;22;5698
4287;59;least_concern;631;two_toed;Hoffman’s two-toed sloth;17;4496
4288;68;least_concern;617;two_toed;Hoffman’s two-toed sloth;34;6472
4289;57;least_concern;625;two_toed;Hoffman’s two-toed sloth;17;6938
4290;39;least_concern;635;two_toed;Hoffman’s two-toed sloth;32;5499
4291;63;least_concern;645;two_toed;Hoffman’s two-toed sloth;31;5840
4292;61;least_concern;640;two_toed;Hoffman’s two-toed sloth;23;4515
4293;61;least_concern;642;two_toed;Hoffman’s two-toed sloth;19;5304
4294;67;least_concern;640;two_toed;Hoffman’s two-toed sloth;28;4682
4295;69;least_concern;626;two_toed;Hoffman’s two-toed sloth;20;6612
4296;41;least_concern;638;two_toed;Hoffman’s two-toed sloth;12;5779
4297;58;least_concern;631;two_toed;Hoffman’s two-toed sloth;5;6340
4298;51;least_concern;629;two_toed;Hoffman’s two-toed sloth;14;4632
4299;38;least_concern;632;two_toed;Hoffman’s two-toed sloth;27;4631
4300;60;least_concern;633;two_toed;Hoffman’s two-toed sloth;32;4527
4301;65;least_concern;632;two_toed;Hoffman’s two-toed sloth;20;4813
4302;50;least_concern;622;two_toed;Hoffman’s two-toed sloth;12;6118
4303;17;least_concern;634;two_toed;Hoffman’s two-toed sloth;7;4739
4304;56;least_concern;627;two_toed;Hoffman’s two-toed sloth;22;6143
4305;54;least_concern;647;two_toed;Hoffman’s two-toed sloth;28;4331
4306;57;least_concern;620;two_toed;Hoffman’s two-toed sloth;19;7266
4307;64;least_concern;628;two_toed;Hoffman’s two-toed sloth;13;5449
4308;50;least_concern;647;two_toed;Hoffman’s two-toed sloth;16;3629
4309;58;least_concern;634;two_toed;Hoffman’s two-toed sloth;18;4857
4310;66;least_concern;634;two_toed;Hoffman’s two-toed sloth;30;5594
4311;43;least_concern;634;two_toed;Hoffman’s two-toed sloth;31;6500
4312;45;least_concern;637;two_toed;Hoffman’s two-toed sloth;32;6563
4313;81;least_concern;610;two_toed;Hoffman’s two-toed sloth;28;5536
4314;48;least_concern;640;two_toed;Hoffman’s two-toed sloth;14;5944
4315;55;least_concern;641;two_toed;Hoffman’s two-toed sloth;18;5632
4316;48;least_concern;633;two_toed;Hoffman’s two-toed sloth;33;4746
4317;59;least_concern;633;two_toed;Hoffman’s two-toed sloth;18;5175
4318;49;least_concern;615;two_toed;Hoffman’s two-toed sloth;17;5753
4319;52;least_concern;637;two_toed;Hoffman’s two-toed sloth;31;3852
4320;55;least_concern;635;two_toed;Hoffman’s two-toed sloth;2;5722
4321;63;least_concern;626;two_toed;Hoffman’s two-toed sloth;19;6253
4322;57;least_concern;617;two_toed;Hoffman’s two-toed sloth;35;5527
4323;59;least_concern;636;two_toed;Hoffman’s two-toed sloth;30;7676
4324;68;least_concern;625;two_toed;Hoffman’s two-toed sloth;34;5483
4325;47;least_concern;621;two_toed;Hoffman’s two-toed sloth;17;6427
4326;52;least_concern;643;two_toed;Hoffman’s two-toed sloth;25;4190
4327;53;least_concern;633;two_toed;Hoffman’s two-toed sloth;22;5588
4328;84;least_concern;642;two_toed;Hoffman’s two-toed sloth;13;2772
4329;53;least_concern;622;two_toed;Hoffman’s two-toed sloth;19;6450
4330;49;least_concern;627;two_toed;Hoffman’s two-toed sloth;28;5853
4331;46;least_concern;637;two_toed;Hoffman’s two-toed sloth;25;6960
4332;58;least_concern;629;two_toed;Hoffman’s two-toed sloth;23;5774
4333;38;least_concern;630;two_toed;Hoffman’s two-toed sloth;30;4443
4334;62;least_concern;637;two_toed;Hoffman’s two-toed sloth;32;5843
4335;44;least_concern;645;two_toed;Hoffman’s two-toed sloth;25;5970
4336;77;least_concern;643;two_toed;Hoffman’s two-toed sloth;41;4920
4337;71;least_concern;620;two_toed;Hoffman’s two-toed sloth;20;5187
4338;60;least_concern;638;two_toed;Hoffman’s two-toed sloth;45;5556
4339;74;least_concern;638;two_toed;Hoffman’s two-toed sloth;19;5888
4340;71;least_concern;634;two_toed;Hoffman’s two-toed sloth;4;5296
4341;54;least_concern;632;two_toed;Hoffman’s two-toed sloth;14;7595
4342;28;least_concern;614;two_toed;Hoffman’s two-toed sloth;21;5171
4343;55;least_concern;618;two_toed;Hoffman’s two-toed sloth;18;5197
4344;50;least_concern;638;two_toed;Hoffman’s two-toed sloth;9;5917
4345;50;least_concern;639;two_toed;Hoffman’s two-toed sloth;36;4790
4346;48;least_concern;616;two_toed;Hoffman’s two-toed sloth;23;5814
4347;56;least_concern;647;two_toed;Hoffman’s two-toed sloth;17;5953
4348;62;least_concern;626;two_toed;Hoffman’s two-toed sloth;3;4936
4349;38;least_concern;618;two_toed;Hoffman’s two-toed sloth;28;4663
4350;61;least_concern;635;two_toed;Hoffman’s two-toed sloth;43;4848
4351;57;least_concern;643;two_toed;Hoffman’s two-toed sloth;6;5077
4352;28;least_concern;622;two_toed;Hoffman’s two-toed sloth;32;4608
4353;61;least_concern;609;two_toed;Hoffman’s two-toed sloth;31;4096
4354;46;least_concern;632;two_toed;Hoffman’s two-toed sloth;29;5915
4355;58;least_concern;636;two_toed;Hoffman’s two-toed sloth;2;5439
4356;48;least_concern;618;two_toed;Hoffman’s two-toed sloth;22;4902
4357;60;least_concern;626;two_toed;Hoffman’s two-toed sloth;22;7352
4358;62;least_concern;633;two_toed;Hoffman’s two-toed sloth;16;5997
4359;46;least_concern;651;two_toed;Hoffman’s two-toed sloth;27;5854
4360;66;least_concern;624;two_toed;Hoffman’s two-toed sloth;11;5888
4361;44;least_concern;643;two_toed;Hoffman’s two-toed sloth;34;5981
4362;57;least_concern;624;two_toed;Hoffman’s two-toed sloth;23;4347
4363;46;least_concern;623;two_toed;Hoffman’s two-toed sloth;2;4832
4364;64;least_concern;629;two_toed;Hoffman’s two-toed sloth;22;2577
4365;46;least_concern;628;two_toed;Hoffman’s two-toed sloth;16;6868
4366;63;least_concern;611;two_toed;Hoffman’s two-toed sloth;24;4289
4367;52;least_concern;655;two_toed;Hoffman’s two-toed sloth;31;5071
4368;60;least_concern;629;two_toed;Hoffman’s two-toed sloth;8;5299
4369;54;least_concern;630;two_toed;Hoffman’s two-toed sloth;33;7082
4370;50;least_concern;629;two_toed;Hoffman’s two-toed sloth;26;5851
4371;64;least_concern;638;two_toed;Hoffman’s two-toed sloth;40;5300
4372;62;least_concern;634;two_toed;Hoffman’s two-toed sloth;23;5943
4373;51;least_concern;628;two_toed;Hoffman’s two-toed sloth;30;3231
4374;57;least_concern;641;two_toed;Hoffman’s two-toed sloth;9;4772
4375;76;least_concern;628;two_toed;Hoffman’s two-toed sloth;24;4386
4376;56;least_concern;614;two_toed;Hoffman’s two-toed sloth;35;5447
4377;49;least_concern;625;two_toed;Hoffman’s two-toed sloth;34;6355
4378;56;least_concern;629;two_toed;Hoffman’s two-toed sloth;11;6349
4379;72;least_concern;635;two_toed;Hoffman’s two-toed sloth;9;5252
4380;44;least_concern;632;two_toed;Hoffman’s two-toed sloth;32;5077
4381;48;least_concern;628;two_toed;Hoffman’s two-toed sloth;36;3790
4382;69;least_concern;632;two_toed;Hoffman’s two-toed sloth;37;5119
4383;43;least_concern;629;two_toed;Hoffman’s two-toed sloth;3;6755
4384;61;least_concern;639;two_toed;Hoffman’s two-toed sloth;21;7052
4385;65;least_concern;633;two_toed;Hoffman’s two-toed sloth;22;3898
4386;59;least_concern;624;two_toed;Hoffman’s two-toed sloth;26;7139
4387;44;least_concern;639;two_toed;Hoffman’s two-toed sloth;18;6434
4388;41;least_concern;626;two_toed;Hoffman’s two-toed sloth;17;5446
4389;56;least_concern;639;two_toed;Hoffman’s two-toed sloth;20;6517
4390;40;least_concern;644;two_toed;Hoffman’s two-toed sloth;37;5572
4391;75;least_concern;617;two_toed;Hoffman’s two-toed sloth;25;6568
4392;63;least_concern;632;two_toed;Hoffman’s two-toed sloth;19;6533
4393;59;least_concern;632;two_toed;Hoffman’s two-toed sloth;14;5478
4394;64;least_concern;650;two_toed;Hoffman’s two-toed sloth;32;5138
4395;74;least_concern;634;two_toed;Hoffman’s two-toed sloth;28;6496
4396;65;least_concern;632;two_toed;Hoffman’s two-toed sloth;31;6282
4397;52;least_concern;643;two_toed;Hoffman’s two-toed sloth;29;5357
4398;65;least_concern;639;two_toed;Hoffman’s two-toed sloth;15;6259
4399;54;least_concern;634;two_toed;Hoffman’s two-toed sloth;37;5657
4400;35;least_concern;625;two_toed;Hoffman’s two-toed sloth;1;4777
4401;54;least_concern;627;two_toed;Hoffman’s two-toed sloth;38;1994
4402;69;least_concern;634;two_toed;Hoffman’s two-toed sloth;13;4809
4403;56;least_concern;636;two_toed;Hoffman’s two-toed sloth;18;5211
4404;44;least_concern;626;two_toed;Hoffman’s two-toed sloth;45;6456
4405;62;least_concern;624;two_toed;Hoffman’s two-toed sloth;9;6852
4406;72;least_concern;618;two_toed;Hoffman’s two-toed sloth;25;7183
4407;51;least_concern;640;two_toed;Hoffman’s two-toed sloth;19;5513
4408;50;least_concern;633;two_toed;Hoffman’s two-toed sloth;19;7046
4409;62;least_concern;618;two_toed;Hoffman’s two-toed sloth;33;4356
4410;58;least_concern;619;two_toed;Hoffman’s two-toed sloth;11;5919
4411;74;least_concern;619;two_toed;Hoffman’s two-toed sloth;7;4749
4412;59;least_concern;618;two_toed;Hoffman’s two-toed sloth;15;6660
4413;63;least_concern;632;two_toed;Hoffman’s two-toed sloth;12;5330
4414;62;least_concern;637;two_toed;Hoffman’s two-toed sloth;28;6111
4415;65;least_concern;629;two_toed;Hoffman’s two-toed sloth;22;6058
4416;66;least_concern;625;two_toed;Hoffman’s two-toed sloth;24;5331
4417;81;least_concern;637;two_toed;Hoffman’s two-toed sloth;16;6271
4418;56;least_concern;651;two_toed;Hoffman’s two-toed sloth;35;5959
4419;44;least_concern;617;two_toed;Hoffman’s two-toed sloth;12;3481
4420;48;least_concern;634;two_toed;Hoffman’s two-toed sloth;17;7186
4421;63;least_concern;634;two_toed;Hoffman’s two-toed sloth;44;3734
4422;54;least_concern;653;two_toed;Hoffman’s two-toed sloth;20;4465
4423;53;least_concern;619;two_toed;Hoffman’s two-toed sloth;13;4896
4424;67;least_concern;643;two_toed;Hoffman’s two-toed sloth;15;5690
4425;61;least_concern;612;two_toed;Hoffman’s two-toed sloth;29;6850
4426;78;least_concern;647;two_toed;Hoffman’s two-toed sloth;12;4516
4427;54;least_concern;641;two_toed;Hoffman’s two-toed sloth;20;4976
4428;57;least_concern;638;two_toed;Hoffman’s two-toed sloth;38;5157
4429;61;least_concern;618;two_toed;Hoffman’s two-toed sloth;17;5361
4430;52;least_concern;629;two_toed;Hoffman’s two-toed sloth;22;6121
4431;55;least_concern;626;two_toed;Hoffman’s two-toed sloth;6;4799
4432;74;least_concern;614;two_toed;Hoffman’s two-toed sloth;24;5514
4433;70;least_concern;625;two_toed;Hoffman’s two-toed sloth;8;5785
4434;48;least_concern;647;two_toed;Hoffman’s two-toed sloth;21;5451
4435;52;least_concern;618;two_toed;Hoffman’s two-toed sloth;6;6413
4436;71;least_concern;635;two_toed;Hoffman’s two-toed sloth;21;4769
4437;66;least_concern;620;two_toed;Hoffman’s two-toed sloth;33;4947
4438;63;least_concern;629;two_toed;Hoffman’s two-toed sloth;30;6324
4439;59;least_concern;631;two_toed;Hoffman’s two-toed sloth;16;4990
4440;49;least_concern;630;two_toed;Hoffman’s two-toed sloth;11;4238
4441;45;least_concern;633;two_toed;Hoffman’s two-toed sloth;14;4640
4442;51;least_concern;639;two_toed;Hoffman’s two-toed sloth;19;7722
4443;63;least_concern;646;two_toed;Hoffman’s two-toed sloth;29;5116
4444;58;least_concern;627;two_toed;Hoffman’s two-toed sloth;21;7010
4445;61;least_concern;626;two_toed;Hoffman’s two-toed sloth;27;4102
4446;49;least_concern;644;two_toed;Hoffman’s two-toed sloth;30;4764
4447;50;least_concern;610;two_toed;Hoffman’s two-toed sloth;5;4912
4448;63;least_concern;615;two_toed;Hoffman’s two-toed sloth;34;6498
4449;55;least_concern;621;two_toed;Hoffman’s two-toed sloth;13;6906
4450;60;least_concern;626;two_toed;Hoffman’s two-toed sloth;12;5978
4451;47;least_concern;626;two_toed;Hoffman’s two-toed sloth;23;5891
4452;57;least_concern;644;two_toed;Hoffman’s two-toed sloth;38;5576
4453;69;least_concern;634;two_toed;Hoffman’s two-toed sloth;18;6364
4454;56;least_concern;660;two_toed;Hoffman’s two-toed sloth;17;6193
4455;64;least_concern;628;two_toed;Hoffman’s two-toed sloth;14;4499
4456;56;least_concern;614;two_toed;Hoffman’s two-toed sloth;32;4690
4457;65;least_concern;602;two_toed;Hoffman’s two-toed sloth;11;7934
4458;64;least_concern;632;two_toed;Hoffman’s two-toed sloth;7;6895
4459;42;least_concern;632;two_toed;Hoffman’s two-toed sloth;16;5043
4460;46;least_concern;634;two_toed;Hoffman’s two-toed sloth;30;6559
4461;59;least_concern;618;two_toed;Hoffman’s two-toed sloth;20;4515
4462;50;least_concern;643;two_toed;Hoffman’s two-toed sloth;35;8017
4463;58;least_concern;636;two_toed;Hoffman’s two-toed sloth;10;6520
4464;63;least_concern;638;two_toed;Hoffman’s two-toed sloth;27;7076
4465;61;least_concern;637;two_toed;Hoffman’s two-toed sloth;18;5972
4466;72;least_concern;627;two_toed;Hoffman’s two-toed sloth;10;5072
4467;57;least_concern;618;two_toed;Hoffman’s two-toed sloth;23;5301
4468;58;least_concern;623;two_toed;Hoffman’s two-toed sloth;28;6224
4469;43;least_concern;623;two_toed;Hoffman’s two-toed sloth;20;6226
4470;54;least_concern;625;two_toed;Hoffman’s two-toed sloth;17;5549
4471;43;least_concern;615;two_toed;Hoffman’s two-toed sloth;26;5718
4472;40;least_concern;647;two_toed;Hoffman’s two-toed sloth;24;4670
4473;55;least_concern;632;two_toed;Hoffman’s two-toed sloth;26;2991
4474;63;least_concern;633;two_toed;Hoffman’s two-toed sloth;7;6229
4475;71;least_concern;630;two_toed;Hoffman’s two-toed sloth;30;6275
4477;59;least_concern;621;two_toed;Hoffman’s two-toed sloth;22;5603
4478;36;least_concern;628;two_toed;Hoffman’s two-toed sloth;18;4872
4479;62;least_concern;628;two_toed;Hoffman’s two-toed sloth;32;5427
4480;70;least_concern;642;two_toed;Hoffman’s two-toed sloth;28;5121
4481;60;least_concern;653;two_toed;Hoffman’s two-toed sloth;29;5622
4482;60;least_concern;617;two_toed;Hoffman’s two-toed sloth;45;3703
4483;64;least_concern;634;two_toed;Hoffman’s two-toed sloth;19;5224
4484;39;least_concern;631;two_toed;Hoffman’s two-toed sloth;18;6767
4485;62;least_concern;641;two_toed;Hoffman’s two-toed sloth;15;6153
4486;48;least_concern;628;two_toed;Hoffman’s two-toed sloth;11;3941
4487;51;least_concern;652;two_toed;Hoffman’s two-toed sloth;8;5783
4488;67;least_concern;628;two_toed;Hoffman’s two-toed sloth;28;5555
4489;69;least_concern;640;two_toed;Hoffman’s two-toed sloth;14;5620
4490;48;least_concern;648;two_toed;Hoffman’s two-toed sloth;9;4173
4491;62;least_concern;642;two_toed;Hoffman’s two-toed sloth;25;5667
4492;63;least_concern;619;two_toed;Hoffman’s two-toed sloth;7;5032
4493;68;least_concern;637;two_toed;Hoffman’s two-toed sloth;29;5227
4494;62;least_concern;619;two_toed;Hoffman’s two-toed sloth;18;6227
4495;50;least_concern;636;two_toed;Hoffman’s two-toed sloth;34;5977
4496;60;least_concern;633;two_toed;Hoffman’s two-toed sloth;34;5707
4497;59;least_concern;638;two_toed;Hoffman’s two-toed sloth;26;5580
4498;54;least_concern;614;two_toed;Hoffman’s two-toed sloth;2;5856
4499;49;least_concern;614;two_toed;Hoffman’s two-toed sloth;31;5710
4500;62;least_concern;640;two_toed;Hoffman’s two-toed sloth;49;6546
4501;65;least_concern;617;two_toed;Hoffman’s two-toed sloth;20;5453
4502;54;least_concern;632;two_toed;Hoffman’s two-toed sloth;18;5842
4503;53;least_concern;629;two_toed;Hoffman’s two-toed sloth;14;5001
4504;56;least_concern;634;two_toed;Hoffman’s two-toed sloth;25;5181
4505;56;least_concern;620;two_toed;Hoffman’s two-toed sloth;21;5786
4506;69;least_concern;626;two_toed;Hoffman’s two-toed sloth;25;4967
4507;53;least_concern;618;two_toed;Hoffman’s two-toed sloth;29;5817
4508;53;least_concern;639;two_toed;Hoffman’s two-toed sloth;14;4305
4509;81;least_concern;627;two_toed;Hoffman’s two-toed sloth;34;4361
4510;66;least_concern;634;two_toed;Hoffman’s two-toed sloth;25;4744
4511;57;least_concern;639;two_toed;Hoffman’s two-toed sloth;40;5908
4512;66;least_concern;634;two_toed;Hoffman’s two-toed sloth;37;5653
4513;56;least_concern;648;two_toed;Hoffman’s two-toed sloth;33;5183
4514;49;least_concern;645;two_toed;Hoffman’s two-toed sloth;21;4096
4515;53;least_concern;631;two_toed;Hoffman’s two-toed sloth;9;6087
4516;68;least_concern;635;two_toed;Hoffman’s two-toed sloth;23;5518
4517;53;least_concern;631;two_toed;Hoffman’s two-toed sloth;15;7051
4518;58;least_concern;623;two_toed;Hoffman’s two-toed sloth;12;7332
4519;69;least_concern;612;two_toed;Hoffman’s two-toed sloth;21;6284
4520;56;least_concern;637;two_toed;Hoffman’s two-toed sloth;18;6546
4522;52;least_concern;633;two_toed;Hoffman’s two-toed sloth;32;3520
4523;55;least_concern;626;two_toed;Hoffman’s two-toed sloth;20;6635
4524;72;least_concern;627;two_toed;Hoffman’s two-toed sloth;29;5840
4525;65;least_concern;626;two_toed;Hoffman’s two-toed sloth;15;6593
4526;59;least_concern;615;two_toed;Hoffman’s two-toed sloth;24;6083
4527;62;least_concern;621;two_toed;Hoffman’s two-toed sloth;24;5750
4528;75;least_concern;636;two_toed;Hoffman’s two-toed sloth;21;5471
4529;39;least_concern;638;two_toed;Hoffman’s two-toed sloth;19;4703
4530;62;least_concern;627;two_toed;Hoffman’s two-toed sloth;2;5933
4531;60;least_concern;614;two_toed;Hoffman’s two-toed sloth;19;4188
4533;57;least_concern;634;two_toed;Hoffman’s two-toed sloth;14;6259
4534;50;least_concern;611;two_toed;Hoffman’s two-toed sloth;23;6685
4535;51;least_concern;608;two_toed;Hoffman’s two-toed sloth;20;5101
4536;52;least_concern;647;two_toed;Hoffman’s two-toed sloth;6;5634
4537;65;least_concern;615;two_toed;Hoffman’s two-toed sloth;11;4629
4538;65;least_concern;621;two_toed;Hoffman’s two-toed sloth;37;5627
4539;55;least_concern;617;two_toed;Hoffman’s two-toed sloth;17;4737
4540;82;least_concern;626;two_toed;Hoffman’s two-toed sloth;35;6087
4541;65;least_concern;624;two_toed;Hoffman’s two-toed sloth;10;4791
4542;57;least_concern;625;two_toed;Hoffman’s two-toed sloth;19;7149
4543;66;least_concern;634;two_toed;Hoffman’s two-toed sloth;26;5770
4544;80;least_concern;616;two_toed;Hoffman’s two-toed sloth;37;4193
4545;60;least_concern;613;two_toed;Hoffman’s two-toed sloth;3;3491
4546;47;least_concern;622;two_toed;Hoffman’s two-toed sloth;35;5747
4547;60;least_concern;635;two_toed;Hoffman’s two-toed sloth;14;3961
4548;47;least_concern;631;two_toed;Hoffman’s two-toed sloth;28;4408
4549;35;least_concern;628;two_toed;Hoffman’s two-toed sloth;35;6549
4550;53;least_concern;633;two_toed;Hoffman’s two-toed sloth;20;4468
4551;60;least_concern;621;two_toed;Hoffman’s two-toed sloth;25;5485
4552;53;least_concern;632;two_toed;Hoffman’s two-toed sloth;20;5917
4553;54;least_concern;630;two_toed;Hoffman’s two-toed sloth;19;5819
4554;66;least_concern;626;two_toed;Hoffman’s two-toed sloth;38;6584
4555;48;least_concern;623;two_toed;Hoffman’s two-toed sloth;12;6354
4556;46;least_concern;622;two_toed;Hoffman’s two-toed sloth;40;4569
4557;56;least_concern;641;two_toed;Hoffman’s two-toed sloth;17;5949
4558;58;least_concern;635;two_toed;Hoffman’s two-toed sloth;25;4905
4559;57;least_concern;643;two_toed;Hoffman’s two-toed sloth;23;5376
4560;51;least_concern;619;two_toed;Hoffman’s two-toed sloth;36;5393
4561;62;least_concern;625;two_toed;Hoffman’s two-toed sloth;34;6751
4562;47;least_concern;612;two_toed;Hoffman’s two-toed sloth;16;4727
4563;58;least_concern;642;two_toed;Hoffman’s two-toed sloth;26;4457
4564;53;least_concern;625;two_toed;Hoffman’s two-toed sloth;31;5313
4565;56;least_concern;624;two_toed;Hoffman’s two-toed sloth;12;4664
4566;56;least_concern;654;two_toed;Hoffman’s two-toed sloth;13;5299
4567;51;least_concern;625;two_toed;Hoffman’s two-toed sloth;20;7039
4568;61;least_concern;622;two_toed;Hoffman’s two-toed sloth;41;4014
4569;42;least_concern;629;two_toed;Hoffman’s two-toed sloth;18;5532
4570;50;least_concern;637;two_toed;Hoffman’s two-toed sloth;20;6285
4571;72;least_concern;641;two_toed;Hoffman’s two-toed sloth;36;6460
4572;69;least_concern;635;two_toed;Hoffman’s two-toed sloth;15;5300
4573;38;least_concern;617;two_toed;Hoffman’s two-toed sloth;21;4720
4574;59;least_concern;624;two_toed;Hoffman’s two-toed sloth;34;4547
4575;60;least_concern;610;two_toed;Hoffman’s two-toed sloth;25;6735
4576;57;least_concern;638;two_toed;Hoffman’s two-toed sloth;34;3772
4577;49;least_concern;613;two_toed;Hoffman’s two-toed sloth;29;5108
4578;47;least_concern;633;two_toed;Hoffman’s two-toed sloth;10;7486
4579;58;least_concern;633;two_toed;Hoffman’s two-toed sloth;23;3727
4580;47;least_concern;649;two_toed;Hoffman’s two-toed sloth;19;4568
4581;74;least_concern;641;two_toed;Hoffman’s two-toed sloth;30;5106
4582;54;least_concern;629;two_toed;Hoffman’s two-toed sloth;2;4378
4583;67;least_concern;635;two_toed;Hoffman’s two-toed sloth;13;5886
4584;46;least_concern;628;two_toed;Hoffman’s two-toed sloth;9;5880
4585;55;least_concern;636;two_toed;Hoffman’s two-toed sloth;23;5551
4586;66;least_concern;640;two_toed;Hoffman’s two-toed sloth;3;4859
4587;58;least_concern;620;two_toed;Hoffman’s two-toed sloth;25;6521
4588;56;least_concern;632;two_toed;Hoffman’s two-toed sloth;12;4575
4589;66;least_concern;617;two_toed;Hoffman’s two-toed sloth;30;6587
4590;55;least_concern;627;two_toed;Hoffman’s two-toed sloth;22;5786
4591;30;least_concern;620;two_toed;Hoffman’s two-toed sloth;8;5347
4592;67;least_concern;628;two_toed;Hoffman’s two-toed sloth;19;5820
4593;71;least_concern;639;two_toed;Hoffman’s two-toed sloth;25;6580
4594;53;least_concern;617;two_toed;Hoffman’s two-toed sloth;11;6107
4595;59;least_concern;624;two_toed;Hoffman’s two-toed sloth;32;5601
4596;48;least_concern;630;two_toed;Hoffman’s two-toed sloth;16;4783
4597;53;least_concern;617;two_toed;Hoffman’s two-toed sloth;22;5799
4598;49;least_concern;638;two_toed;Hoffman’s two-toed sloth;24;6650
4599;57;least_concern;643;two_toed;Hoffman’s two-toed sloth;21;5831
4600;53;least_concern;623;two_toed;Hoffman’s two-toed sloth;31;7174
4601;69;least_concern;640;two_toed;Hoffman’s two-toed sloth;16;6740
4602;56;least_concern;646;two_toed;Hoffman’s two-toed sloth;29;5314
4603;68;least_concern;629;two_toed;Hoffman’s two-toed sloth;31;4849
4604;62;least_concern;621;two_toed;Hoffman’s two-toed sloth;22;6224
4605;52;least_concern;613;two_toed;Hoffman’s two-toed sloth;18;4626
4606;58;least_concern;627;two_toed;Hoffman’s two-toed sloth;10;5269
4607;54;least_concern;638;two_toed;Hoffman’s two-toed sloth;18;5589
4608;39;least_concern;617;two_toed;Hoffman’s two-toed sloth;14;5062
4609;50;least_concern;617;two_toed;Hoffman’s two-toed sloth;26;4803
4610;59;least_concern;622;two_toed;Hoffman’s two-toed sloth;24;6283
4611;60;least_concern;633;two_toed;Hoffman’s two-toed sloth;21;6017
4612;63;least_concern;632;two_toed;Hoffman’s two-toed sloth;6;6168
4613;58;least_concern;618;two_toed;Hoffman’s two-toed sloth;30;3372
4614;71;least_concern;621;two_toed;Hoffman’s two-toed sloth;42;4929
4615;60;least_concern;624;two_toed;Hoffman’s two-toed sloth;20;5932
4616;48;least_concern;634;two_toed;Hoffman’s two-toed sloth;30;6042
4617;60;least_concern;648;two_toed;Hoffman’s two-toed sloth;22;5892
4618;54;least_concern;643;two_toed;Hoffman’s two-toed sloth;49;4683
4619;66;least_concern;642;two_toed;Hoffman’s two-toed sloth;19;5436
4620;67;least_concern;644;two_toed;Hoffman’s two-toed sloth;6;6688
4621;38;least_concern;631;two_toed;Hoffman’s two-toed sloth;31;4208
4622;54;least_concern;623;two_toed;Hoffman’s two-toed sloth;9;5943
4623;43;least_concern;631;two_toed;Hoffman’s two-toed sloth;24;6038
4624;66;least_concern;636;two_toed;Hoffman’s two-toed sloth;21;5782
4625;70;least_concern;635;two_toed;Hoffman’s two-toed sloth;7;5375
4626;56;least_concern;628;two_toed;Hoffman’s two-toed sloth;16;5455
4627;77;least_concern;639;two_toed;Hoffman’s two-toed sloth;6;5991
4628;38;least_concern;658;two_toed;Hoffman’s two-toed sloth;29;6853
4629;67;least_concern;640;two_toed;Hoffman’s two-toed sloth;15;5106
4630;65;least_concern;616;two_toed;Hoffman’s two-toed sloth;28;5061
4631;67;least_concern;635;two_toed;Hoffman’s two-toed sloth;4;4763
4632;59;least_concern;616;two_toed;Hoffman’s two-toed sloth;37;5707
4633;59;least_concern;628;two_toed;Hoffman’s two-toed sloth;25;4041
4634;59;least_concern;616;two_toed;Hoffman’s two-toed sloth;27;6080
4635;80;least_concern;628;two_toed;Hoffman’s two-toed sloth;16;5745
4636;61;least_concern;627;two_toed;Hoffman’s two-toed sloth;29;5808
4637;35;least_concern;628;two_toed;Hoffman’s two-toed sloth;23;5407
4638;65;least_concern;631;two_toed;Hoffman’s two-toed sloth;27;6192
4639;55;least_concern;609;two_toed;Hoffman’s two-toed sloth;23;4368
4640;84;least_concern;630;two_toed;Hoffman’s two-toed sloth;24;2687
4641;42;least_concern;622;two_toed;Hoffman’s two-toed sloth;29;5347
4642;37;least_concern;631;two_toed;Hoffman’s two-toed sloth;40;4974
4643;64;least_concern;625;two_toed;Hoffman’s two-toed sloth;20;5732
4644;57;least_concern;626;two_toed;Hoffman’s two-toed sloth;31;6325
4645;49;least_concern;637;two_toed;Hoffman’s two-toed sloth;19;5361
4646;43;least_concern;631;two_toed;Hoffman’s two-toed sloth;20;6115
4647;39;least_concern;623;two_toed;Hoffman’s two-toed sloth;22;4432
4648;57;least_concern;628;two_toed;Hoffman’s two-toed sloth;48;4844
4649;71;least_concern;633;two_toed;Hoffman’s two-toed sloth;27;6268
